            Interval               Theta              Radial            Vertical
                   0                   0                   0             1.65278
                   0                   0                   0             1.65278
                   1           0.0317333           0.0317279             1.65227
                   2           0.0634665           0.0634239             1.65076
                   3           0.0951998            0.095056             1.64825
                   4            0.126933            0.126592             1.64473
                   5            0.158666            0.158001             1.64021
                   6              0.1904            0.189251              1.6347
                   7            0.222133            0.220311             1.62821
                   8            0.253866            0.251148             1.62072
                   9            0.285599            0.281733             1.61227
                  10            0.317333            0.312033             1.60285
                  11            0.349066             0.34202             1.59247
                  12            0.380799            0.371662             1.58114
                  13            0.412532            0.400931             1.56888
                  14            0.444266            0.429795              1.5557
                  15            0.475999            0.458227             1.54161
                  16            0.507732            0.486197             1.52663
                  17            0.539465            0.513677             1.51076
                  18            0.571199            0.540641             1.49403
                  19            0.602932             0.56706             1.47645
                  20            0.634665            0.592908             1.45805
                  21            0.666398            0.618159             1.43883
                  22            0.698132            0.642788             1.41882
                  23            0.729865            0.666769             1.39804
                  24            0.761598            0.690079             1.37651
                  25            0.793331            0.712694             1.35425
                  26            0.825065            0.734592             1.33129
                  27            0.856798             0.75575             1.30764
                  28            0.888531            0.776146             1.28333
                  29            0.920265            0.795762             1.25839
                  30            0.951998            0.814576             1.23283
                  31            0.983731             0.83257              1.2067
                  32             1.01546            0.849725                1.18
                  33              1.0472            0.866025             1.15278
                  34             1.07893            0.881453             1.12505
                  35             1.11066            0.895994             1.09684
                  36              1.1424            0.909632             1.06819
                  37             1.17413            0.922354             1.03912
                  38             1.20586            0.934148             1.00966
                  39              1.2376            0.945001            0.979844
                  40             1.26933            0.954902            0.949696
                  41             1.30106            0.963842             0.91925
                  42              1.3328            0.971812            0.888535
                  43             1.36453            0.978802            0.857583
                  44             1.39626            0.984808            0.826424
                  45               1.428            0.989821            0.795091
                  46             1.45973            0.993838            0.763614
                  47             1.49146            0.996855            0.732026
                  48              1.5232            0.998867            0.700358
                  49             1.55493            0.999874            0.668642
                  50             1.58666            0.999874             0.63691
                  51              1.6184            0.998867            0.605194
                  52             1.65013            0.996855            0.573526
                  53             1.68186            0.993838            0.541938
                  54              1.7136            0.989821            0.510461
                  55             1.74533            0.984808            0.479128
                  56             1.77706            0.978802            0.447969
                  57              1.8088            0.971812            0.417017
                  58             1.84053            0.963842            0.386302
                  59             1.87226            0.954902            0.355856
                  60               1.904            0.945001            0.325708
                  61             1.93573            0.934148             0.29589
                  62             1.96746            0.922354            0.266431
                  63              1.9992            0.909632            0.237361
                  64             2.03093            0.895994            0.208709
                  65             2.06266            0.881453            0.180505
                  66              2.0944            0.866025            0.152776
                  67             2.12613            0.849725             0.12555
                  68             2.15786             0.83257           0.0988558
                  69             2.18959            0.814576            0.072719
                  70             2.22133            0.795762           0.0471662
                  71             2.25306            0.776146           0.0222232
                  72             2.28479             0.75575         -0.00208485
                  73             2.31653            0.734592          -0.0257335
                  74             2.34826            0.712694           -0.048699
                  75             2.37999            0.690079          -0.0709582
                  76             2.41173            0.666769          -0.0924886
                  77             2.44346            0.642788           -0.113269
                  78             2.47519            0.618159           -0.133277
                  79             2.50693            0.592908           -0.152494
                  80             2.53866             0.56706           -0.170901
                  81             2.57039            0.540641           -0.188478
                  82             2.60213            0.513677           -0.205208
                  83             2.63386            0.486197           -0.221073
                  84             2.66559            0.458227            -0.23606
                  85             2.69733            0.429795           -0.250151
                  86             2.72906            0.400931           -0.263333
                  87             2.76079            0.371662           -0.275592
                  88             2.79253             0.34202           -0.286917
                  89             2.82426            0.312033           -0.297295
                  90             2.85599            0.281733           -0.306717
                  91             2.88773            0.251148           -0.315173
                  92             2.91946            0.220311           -0.322654
                  93             2.95119            0.189251           -0.329153
                  94             2.98293            0.158001           -0.334663
                  95             3.01466            0.126592           -0.339179
                  96             3.04639            0.095056           -0.342696
                  97             3.07813           0.0634239           -0.345211
                  98             3.10986           0.0317279           -0.346721
                  99             3.14159                   0           -0.347224
