            Interval               Theta              Radial            Vertical
                   0                   0                   0             3.64753
                   0                   0                   0             3.64753
                   1           0.0317333           0.0317279             3.64702
                   2           0.0634665           0.0634239             3.64551
                   3           0.0951998            0.095056               3.643
                   4            0.126933            0.126592             3.63948
                   5            0.158666            0.158001             3.63496
                   6              0.1904            0.189251             3.62945
                   7            0.222133            0.220311             3.62296
                   8            0.253866            0.251148             3.61547
                   9            0.285599            0.281733             3.60702
                  10            0.317333            0.312033              3.5976
                  11            0.349066             0.34202             3.58722
                  12            0.380799            0.371662             3.57589
                  13            0.412532            0.400931             3.56363
                  14            0.444266            0.429795             3.55045
                  15            0.475999            0.458227             3.53636
                  16            0.507732            0.486197             3.52138
                  17            0.539465            0.513677             3.50551
                  18            0.571199            0.540641             3.48878
                  19            0.602932             0.56706              3.4712
                  20            0.634665            0.592908              3.4528
                  21            0.666398            0.618159             3.43358
                  22            0.698132            0.642788             3.41357
                  23            0.729865            0.666769             3.39279
                  24            0.761598            0.690079             3.37126
                  25            0.793331            0.712694               3.349
                  26            0.825065            0.734592             3.32604
                  27            0.856798             0.75575             3.30239
                  28            0.888531            0.776146             3.27808
                  29            0.920265            0.795762             3.25314
                  30            0.951998            0.814576             3.22758
                  31            0.983731             0.83257             3.20145
                  32             1.01546            0.849725             3.17475
                  33              1.0472            0.866025             3.14753
                  34             1.07893            0.881453              3.1198
                  35             1.11066            0.895994             3.09159
                  36              1.1424            0.909632             3.06294
                  37             1.17413            0.922354             3.03387
                  38             1.20586            0.934148             3.00441
                  39              1.2376            0.945001             2.97459
                  40             1.26933            0.954902             2.94445
                  41             1.30106            0.963842               2.914
                  42              1.3328            0.971812             2.88328
                  43             1.36453            0.978802             2.85233
                  44             1.39626            0.984808             2.82117
                  45               1.428            0.989821             2.78984
                  46             1.45973            0.993838             2.75836
                  47             1.49146            0.996855             2.72678
                  48              1.5232            0.998867             2.69511
                  49             1.55493            0.999874             2.66339
                  50             1.58666            0.999874             2.63166
                  51              1.6184            0.998867             2.59994
                  52             1.65013            0.996855             2.56828
                  53             1.68186            0.993838             2.53669
                  54              1.7136            0.989821             2.50521
                  55             1.74533            0.984808             2.47388
                  56             1.77706            0.978802             2.44272
                  57              1.8088            0.971812             2.41177
                  58             1.84053            0.963842             2.38105
                  59             1.87226            0.954902             2.35061
                  60               1.904            0.945001             2.32046
                  61             1.93573            0.934148             2.29064
                  62             1.96746            0.922354             2.26118
                  63              1.9992            0.909632             2.23211
                  64             2.03093            0.895994             2.20346
                  65             2.06266            0.881453             2.17525
                  66              2.0944            0.866025             2.14753
                  67             2.12613            0.849725              2.1203
                  68             2.15786             0.83257             2.09361
                  69             2.18959            0.814576             2.06747
                  70             2.22133            0.795762             2.04192
                  71             2.25306            0.776146             2.01697
                  72             2.28479             0.75575             1.99267
                  73             2.31653            0.734592             1.96902
                  74             2.34826            0.712694             1.94605
                  75             2.37999            0.690079             1.92379
                  76             2.41173            0.666769             1.90226
                  77             2.44346            0.642788             1.88148
                  78             2.47519            0.618159             1.86147
                  79             2.50693            0.592908             1.84226
                  80             2.53866             0.56706             1.82385
                  81             2.57039            0.540641             1.80627
                  82             2.60213            0.513677             1.78954
                  83             2.63386            0.486197             1.77368
                  84             2.66559            0.458227             1.75869
                  85             2.69733            0.429795              1.7446
                  86             2.72906            0.400931             1.73142
                  87             2.76079            0.371662             1.71916
                  88             2.79253             0.34202             1.70783
                  89             2.82426            0.312033             1.69745
                  90             2.85599            0.281733             1.68803
                  91             2.88773            0.251148             1.67958
                  92             2.91946            0.220311              1.6721
                  93             2.95119            0.189251              1.6656
                  94             2.98293            0.158001             1.66009
                  95             3.01466            0.126592             1.65557
                  96             3.04639            0.095056             1.65205
                  97             3.07813           0.0634239             1.64954
                  98             3.10986           0.0317279             1.64803
                  99             3.14159                   0             1.64753
