            Interval               Theta              Radial            Vertical
                   0                   0                   0           -0.244945
                   0                   0                   0           -0.244945
                   1           0.0317333           0.0317279           -0.245448
                   2           0.0634665           0.0634239           -0.246958
                   3           0.0951998            0.095056           -0.249473
                   4            0.126933            0.126592            -0.25299
                   5            0.158666            0.158001           -0.257506
                   6              0.1904            0.189251           -0.263016
                   7            0.222133            0.220311           -0.269515
                   8            0.253866            0.251148           -0.276996
                   9            0.285599            0.281733           -0.285452
                  10            0.317333            0.312033           -0.294874
                  11            0.349066             0.34202           -0.305252
                  12            0.380799            0.371662           -0.316577
                  13            0.412532            0.400931           -0.328836
                  14            0.444266            0.429795           -0.342018
                  15            0.475999            0.458227           -0.356109
                  16            0.507732            0.486197           -0.371095
                  17            0.539465            0.513677           -0.386961
                  18            0.571199            0.540641           -0.403691
                  19            0.602932             0.56706           -0.421268
                  20            0.634665            0.592908           -0.439674
                  21            0.666398            0.618159           -0.458892
                  22            0.698132            0.642788             -0.4789
                  23            0.729865            0.666769            -0.49968
                  24            0.761598            0.690079           -0.521211
                  25            0.793331            0.712694            -0.54347
                  26            0.825065            0.734592           -0.566435
                  27            0.856798             0.75575           -0.590084
                  28            0.888531            0.776146           -0.614392
                  29            0.920265            0.795762           -0.639335
                  30            0.951998            0.814576           -0.664888
                  31            0.983731             0.83257           -0.691025
                  32             1.01546            0.849725           -0.717719
                  33              1.0472            0.866025           -0.744945
                  34             1.07893            0.881453           -0.772674
                  35             1.11066            0.895994           -0.800878
                  36              1.1424            0.909632            -0.82953
                  37             1.17413            0.922354             -0.8586
                  38             1.20586            0.934148           -0.888058
                  39              1.2376            0.945001           -0.917877
                  40             1.26933            0.954902           -0.948024
                  41             1.30106            0.963842           -0.978471
                  42              1.3328            0.971812            -1.00919
                  43             1.36453            0.978802            -1.04014
                  44             1.39626            0.984808             -1.0713
                  45               1.428            0.989821            -1.10263
                  46             1.45973            0.993838            -1.13411
                  47             1.49146            0.996855            -1.16569
                  48              1.5232            0.998867            -1.19736
                  49             1.55493            0.999874            -1.22908
                  50             1.58666            0.999874            -1.26081
                  51              1.6184            0.998867            -1.29253
                  52             1.65013            0.996855            -1.32419
                  53             1.68186            0.993838            -1.35578
                  54              1.7136            0.989821            -1.38726
                  55             1.74533            0.984808            -1.41859
                  56             1.77706            0.978802            -1.44975
                  57              1.8088            0.971812             -1.4807
                  58             1.84053            0.963842            -1.51142
                  59             1.87226            0.954902            -1.54187
                  60               1.904            0.945001            -1.57201
                  61             1.93573            0.934148            -1.60183
                  62             1.96746            0.922354            -1.63129
                  63              1.9992            0.909632            -1.66036
                  64             2.03093            0.895994            -1.68901
                  65             2.06266            0.881453            -1.71722
                  66              2.0944            0.866025            -1.74494
                  67             2.12613            0.849725            -1.77217
                  68             2.15786             0.83257            -1.79886
                  69             2.18959            0.814576              -1.825
                  70             2.22133            0.795762            -1.85055
                  71             2.25306            0.776146             -1.8755
                  72             2.28479             0.75575            -1.89981
                  73             2.31653            0.734592            -1.92345
                  74             2.34826            0.712694            -1.94642
                  75             2.37999            0.690079            -1.96868
                  76             2.41173            0.666769            -1.99021
                  77             2.44346            0.642788            -2.01099
                  78             2.47519            0.618159              -2.031
                  79             2.50693            0.592908            -2.05021
                  80             2.53866             0.56706            -2.06862
                  81             2.57039            0.540641             -2.0862
                  82             2.60213            0.513677            -2.10293
                  83             2.63386            0.486197            -2.11879
                  84             2.66559            0.458227            -2.13378
                  85             2.69733            0.429795            -2.14787
                  86             2.72906            0.400931            -2.16105
                  87             2.76079            0.371662            -2.17331
                  88             2.79253             0.34202            -2.18464
                  89             2.82426            0.312033            -2.19502
                  90             2.85599            0.281733            -2.20444
                  91             2.88773            0.251148            -2.21289
                  92             2.91946            0.220311            -2.22037
                  93             2.95119            0.189251            -2.22687
                  94             2.98293            0.158001            -2.23238
                  95             3.01466            0.126592             -2.2369
                  96             3.04639            0.095056            -2.24042
                  97             3.07813           0.0634239            -2.24293
                  98             3.10986           0.0317279            -2.24444
                  99             3.14159                   0            -2.24494
