            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.72949
                   0                   0                   0             2.72949
                   1           0.0317333           0.0317279             2.72898
                   2           0.0634665           0.0634239             2.72747
                   3           0.0951998            0.095056             2.72496
                   4            0.126933            0.126592             2.72144
                   5            0.158666            0.158001             2.71693
                   6              0.1904            0.189251             2.71142
                   7            0.222133            0.220311             2.70492
                   8            0.253866            0.251148             2.69744
                   9            0.285599            0.281733             2.68898
                  10            0.317333            0.312033             2.67956
                  11            0.349066             0.34202             2.66918
                  12            0.380799            0.371662             2.65786
                  13            0.412532            0.400931              2.6456
                  14            0.444266            0.429795             2.63241
                  15            0.475999            0.458227             2.61832
                  16            0.507732            0.486197             2.60334
                  17            0.539465            0.513677             2.58747
                  18            0.571199            0.540641             2.57074
                  19            0.602932             0.56706             2.55316
                  20            0.634665            0.592908             2.53476
                  21            0.666398            0.618159             2.51554
                  22            0.698132            0.642788             2.49553
                  23            0.729865            0.666769             2.47475
                  24            0.761598            0.690079             2.45322
                  25            0.793331            0.712694             2.43096
                  26            0.825065            0.734592               2.408
                  27            0.856798             0.75575             2.38435
                  28            0.888531            0.776146             2.36004
                  29            0.920265            0.795762              2.3351
                  30            0.951998            0.814576             2.30954
                  31            0.983731             0.83257             2.28341
                  32             1.01546            0.849725             2.25671
                  33              1.0472            0.866025             2.22949
                  34             1.07893            0.881453             2.20176
                  35             1.11066            0.895994             2.17355
                  36              1.1424            0.909632              2.1449
                  37             1.17413            0.922354             2.11583
                  38             1.20586            0.934148             2.08637
                  39              1.2376            0.945001             2.05656
                  40             1.26933            0.954902             2.02641
                  41             1.30106            0.963842             1.99596
                  42              1.3328            0.971812             1.96525
                  43             1.36453            0.978802             1.93429
                  44             1.39626            0.984808             1.90314
                  45               1.428            0.989821              1.8718
                  46             1.45973            0.993838             1.84033
                  47             1.49146            0.996855             1.80874
                  48              1.5232            0.998867             1.77707
                  49             1.55493            0.999874             1.74535
                  50             1.58666            0.999874             1.71362
                  51              1.6184            0.998867             1.68191
                  52             1.65013            0.996855             1.65024
                  53             1.68186            0.993838             1.61865
                  54              1.7136            0.989821             1.58717
                  55             1.74533            0.984808             1.55584
                  56             1.77706            0.978802             1.52468
                  57              1.8088            0.971812             1.49373
                  58             1.84053            0.963842             1.46301
                  59             1.87226            0.954902             1.43257
                  60               1.904            0.945001             1.40242
                  61             1.93573            0.934148              1.3726
                  62             1.96746            0.922354             1.34314
                  63              1.9992            0.909632             1.31407
                  64             2.03093            0.895994             1.28542
                  65             2.06266            0.881453             1.25722
                  66              2.0944            0.866025             1.22949
                  67             2.12613            0.849725             1.20226
                  68             2.15786             0.83257             1.17557
                  69             2.18959            0.814576             1.14943
                  70             2.22133            0.795762             1.12388
                  71             2.25306            0.776146             1.09893
                  72             2.28479             0.75575             1.07463
                  73             2.31653            0.734592             1.05098
                  74             2.34826            0.712694             1.02801
                  75             2.37999            0.690079             1.00575
                  76             2.41173            0.666769            0.984223
                  77             2.44346            0.642788            0.963443
                  78             2.47519            0.618159            0.943435
                  79             2.50693            0.592908            0.924217
                  80             2.53866             0.56706            0.905811
                  81             2.57039            0.540641            0.888234
                  82             2.60213            0.513677            0.871504
                  83             2.63386            0.486197            0.855638
                  84             2.66559            0.458227            0.840652
                  85             2.69733            0.429795            0.826561
                  86             2.72906            0.400931            0.813379
                  87             2.76079            0.371662             0.80112
                  88             2.79253             0.34202            0.789795
                  89             2.82426            0.312033            0.779416
                  90             2.85599            0.281733            0.769995
                  91             2.88773            0.251148            0.761539
                  92             2.91946            0.220311            0.754058
                  93             2.95119            0.189251            0.747559
                  94             2.98293            0.158001            0.742049
                  95             3.01466            0.126592            0.737533
                  96             3.04639            0.095056            0.734016
                  97             3.07813           0.0634239            0.731501
                  98             3.10986           0.0317279            0.729991
                  99             3.14159                   0            0.729488
