            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.58878
                   0                   0                   0             2.58878
                   1           0.0317333           0.0317279             2.58827
                   2           0.0634665           0.0634239             2.58676
                   3           0.0951998            0.095056             2.58425
                   4            0.126933            0.126592             2.58073
                   5            0.158666            0.158001             2.57622
                   6              0.1904            0.189251             2.57071
                   7            0.222133            0.220311             2.56421
                   8            0.253866            0.251148             2.55673
                   9            0.285599            0.281733             2.54827
                  10            0.317333            0.312033             2.53885
                  11            0.349066             0.34202             2.52847
                  12            0.380799            0.371662             2.51715
                  13            0.412532            0.400931             2.50489
                  14            0.444266            0.429795              2.4917
                  15            0.475999            0.458227             2.47761
                  16            0.507732            0.486197             2.46263
                  17            0.539465            0.513677             2.44676
                  18            0.571199            0.540641             2.43003
                  19            0.602932             0.56706             2.41245
                  20            0.634665            0.592908             2.39405
                  21            0.666398            0.618159             2.37483
                  22            0.698132            0.642788             2.35482
                  23            0.729865            0.666769             2.33404
                  24            0.761598            0.690079             2.31251
                  25            0.793331            0.712694             2.29025
                  26            0.825065            0.734592             2.26729
                  27            0.856798             0.75575             2.24364
                  28            0.888531            0.776146             2.21933
                  29            0.920265            0.795762             2.19439
                  30            0.951998            0.814576             2.16883
                  31            0.983731             0.83257              2.1427
                  32             1.01546            0.849725               2.116
                  33              1.0472            0.866025             2.08878
                  34             1.07893            0.881453             2.06105
                  35             1.11066            0.895994             2.03284
                  36              1.1424            0.909632             2.00419
                  37             1.17413            0.922354             1.97512
                  38             1.20586            0.934148             1.94566
                  39              1.2376            0.945001             1.91585
                  40             1.26933            0.954902              1.8857
                  41             1.30106            0.963842             1.85525
                  42              1.3328            0.971812             1.82454
                  43             1.36453            0.978802             1.79358
                  44             1.39626            0.984808             1.76243
                  45               1.428            0.989821             1.73109
                  46             1.45973            0.993838             1.69962
                  47             1.49146            0.996855             1.66803
                  48              1.5232            0.998867             1.63636
                  49             1.55493            0.999874             1.60464
                  50             1.58666            0.999874             1.57291
                  51              1.6184            0.998867              1.5412
                  52             1.65013            0.996855             1.50953
                  53             1.68186            0.993838             1.47794
                  54              1.7136            0.989821             1.44646
                  55             1.74533            0.984808             1.41513
                  56             1.77706            0.978802             1.38397
                  57              1.8088            0.971812             1.35302
                  58             1.84053            0.963842              1.3223
                  59             1.87226            0.954902             1.29186
                  60               1.904            0.945001             1.26171
                  61             1.93573            0.934148             1.23189
                  62             1.96746            0.922354             1.20243
                  63              1.9992            0.909632             1.17336
                  64             2.03093            0.895994             1.14471
                  65             2.06266            0.881453             1.11651
                  66              2.0944            0.866025             1.08878
                  67             2.12613            0.849725             1.06155
                  68             2.15786             0.83257             1.03486
                  69             2.18959            0.814576             1.00872
                  70             2.22133            0.795762            0.983168
                  71             2.25306            0.776146            0.958225
                  72             2.28479             0.75575            0.933917
                  73             2.31653            0.734592            0.910269
                  74             2.34826            0.712694            0.887303
                  75             2.37999            0.690079            0.865044
                  76             2.41173            0.666769            0.843514
                  77             2.44346            0.642788            0.822734
                  78             2.47519            0.618159            0.802725
                  79             2.50693            0.592908            0.783508
                  80             2.53866             0.56706            0.765101
                  81             2.57039            0.540641            0.747524
                  82             2.60213            0.513677            0.730795
                  83             2.63386            0.486197            0.714929
                  84             2.66559            0.458227            0.699943
                  85             2.69733            0.429795            0.685851
                  86             2.72906            0.400931             0.67267
                  87             2.76079            0.371662             0.66041
                  88             2.79253             0.34202            0.649085
                  89             2.82426            0.312033            0.638707
                  90             2.85599            0.281733            0.629285
                  91             2.88773            0.251148            0.620829
                  92             2.91946            0.220311            0.613348
                  93             2.95119            0.189251            0.606849
                  94             2.98293            0.158001            0.601339
                  95             3.01466            0.126592            0.596823
                  96             3.04639            0.095056            0.593306
                  97             3.07813           0.0634239            0.590791
                  98             3.10986           0.0317279            0.589281
                  99             3.14159                   0            0.588778
