            Interval               Theta              Radial            Vertical
                   0                   0                   0             3.06329
                   0                   0                   0             3.06329
                   1           0.0317333           0.0317279             3.06278
                   2           0.0634665           0.0634239             3.06127
                   3           0.0951998            0.095056             3.05876
                   4            0.126933            0.126592             3.05524
                   5            0.158666            0.158001             3.05072
                   6              0.1904            0.189251             3.04521
                   7            0.222133            0.220311             3.03872
                   8            0.253866            0.251148             3.03123
                   9            0.285599            0.281733             3.02278
                  10            0.317333            0.312033             3.01336
                  11            0.349066             0.34202             3.00298
                  12            0.380799            0.371662             2.99165
                  13            0.412532            0.400931             2.97939
                  14            0.444266            0.429795             2.96621
                  15            0.475999            0.458227             2.95212
                  16            0.507732            0.486197             2.93714
                  17            0.539465            0.513677             2.92127
                  18            0.571199            0.540641             2.90454
                  19            0.602932             0.56706             2.88696
                  20            0.634665            0.592908             2.86856
                  21            0.666398            0.618159             2.84934
                  22            0.698132            0.642788             2.82933
                  23            0.729865            0.666769             2.80855
                  24            0.761598            0.690079             2.78702
                  25            0.793331            0.712694             2.76476
                  26            0.825065            0.734592              2.7418
                  27            0.856798             0.75575             2.71815
                  28            0.888531            0.776146             2.69384
                  29            0.920265            0.795762              2.6689
                  30            0.951998            0.814576             2.64334
                  31            0.983731             0.83257             2.61721
                  32             1.01546            0.849725             2.59051
                  33              1.0472            0.866025             2.56329
                  34             1.07893            0.881453             2.53556
                  35             1.11066            0.895994             2.50735
                  36              1.1424            0.909632              2.4787
                  37             1.17413            0.922354             2.44963
                  38             1.20586            0.934148             2.42017
                  39              1.2376            0.945001             2.39035
                  40             1.26933            0.954902             2.36021
                  41             1.30106            0.963842             2.32976
                  42              1.3328            0.971812             2.29905
                  43             1.36453            0.978802             2.26809
                  44             1.39626            0.984808             2.23693
                  45               1.428            0.989821              2.2056
                  46             1.45973            0.993838             2.17412
                  47             1.49146            0.996855             2.14254
                  48              1.5232            0.998867             2.11087
                  49             1.55493            0.999874             2.07915
                  50             1.58666            0.999874             2.04742
                  51              1.6184            0.998867              2.0157
                  52             1.65013            0.996855             1.98404
                  53             1.68186            0.993838             1.95245
                  54              1.7136            0.989821             1.92097
                  55             1.74533            0.984808             1.88964
                  56             1.77706            0.978802             1.85848
                  57              1.8088            0.971812             1.82753
                  58             1.84053            0.963842             1.79681
                  59             1.87226            0.954902             1.76637
                  60               1.904            0.945001             1.73622
                  61             1.93573            0.934148              1.7064
                  62             1.96746            0.922354             1.67694
                  63              1.9992            0.909632             1.64787
                  64             2.03093            0.895994             1.61922
                  65             2.06266            0.881453             1.59102
                  66              2.0944            0.866025             1.56329
                  67             2.12613            0.849725             1.53606
                  68             2.15786             0.83257             1.50937
                  69             2.18959            0.814576             1.48323
                  70             2.22133            0.795762             1.45768
                  71             2.25306            0.776146             1.43273
                  72             2.28479             0.75575             1.40843
                  73             2.31653            0.734592             1.38478
                  74             2.34826            0.712694             1.36181
                  75             2.37999            0.690079             1.33955
                  76             2.41173            0.666769             1.31802
                  77             2.44346            0.642788             1.29724
                  78             2.47519            0.618159             1.27723
                  79             2.50693            0.592908             1.25802
                  80             2.53866             0.56706             1.23961
                  81             2.57039            0.540641             1.22203
                  82             2.60213            0.513677              1.2053
                  83             2.63386            0.486197             1.18944
                  84             2.66559            0.458227             1.17445
                  85             2.69733            0.429795             1.16036
                  86             2.72906            0.400931             1.14718
                  87             2.76079            0.371662             1.13492
                  88             2.79253             0.34202             1.12359
                  89             2.82426            0.312033             1.11321
                  90             2.85599            0.281733             1.10379
                  91             2.88773            0.251148             1.09534
                  92             2.91946            0.220311             1.08786
                  93             2.95119            0.189251             1.08136
                  94             2.98293            0.158001             1.07585
                  95             3.01466            0.126592             1.07133
                  96             3.04639            0.095056             1.06781
                  97             3.07813           0.0634239              1.0653
                  98             3.10986           0.0317279             1.06379
                  99             3.14159                   0             1.06329
